1	1	1	1
2	4	2	0
3	9	3	0
4	16	4	0
5	25	5	0
6	36	6	0
7	49	7	0
8	64	8	0
9	81	9	0
10	100	10	0
11	121	11	0
12	144	12	0
13	169	13	0
14	196	14	0
15	225	15	0
16	256	16	0
17	289	17	0
18	324	18	0
19	361	19	0
20	400	20	0
1	1	1	1
2	3	2	3
3	5	3	5
4	7	4	7
5	9	5	9
6	11	6	11
7	13	7	13
8	15	8	15
9	17	9	17
10	19	10	19
11	21	11	21
12	23	12	23
13	25	13	25
14	27	14	27
15	29	15	29
16	31	16	31
17	33	17	33
18	35	18	35
19	37	19	37
20	39	20	39
